"id","account_id/id","date","name","journal_id/id","move_id/id","period_id/id"
"__export__.account_move_line_573","__export__.account_account_219","2015-09-01","S2 diet compta 12h*2.2","__export__.account_journal_5","1370","__export__.account_period_10"
"__export__.account_move_line_572","__export__.account_account_134","2015-09-01","coord LTI Rédaction internet Chancellerie","__export__.account_journal_5","1369","__export__.account_period_10"
"__export__.account_move_line_571","__export__.account_account_219","2015-09-01","coord LTI Rédaction internet Chancellerie","__export__.account_journal_5","1369","__export__.account_period_10"
"__export__.account_move_line_570","__export__.account_account_134","2015-09-01","Projet COWABOO","__export__.account_journal_5","1368","__export__.account_period_10"
"__export__.account_move_line_569","__export__.account_account_219","2015-09-01","Projet COWABOO","__export__.account_journal_5","1368","__export__.account_period_10"
"__export__.account_move_line_568","__export__.account_account_134","2015-09-01","Participation RCSO","__export__.account_journal_5","1366","__export__.account_period_10"
"__export__.account_move_line_567","__export__.account_account_219","2015-09-01","Participation RCSO","__export__.account_journal_5","1366","__export__.account_period_10"
"__export__.account_move_line_566","__export__.account_account_134","2015-09-01","Coordination Matu Spé","__export__.account_journal_5","1360","__export__.account_period_10"
"__export__.account_move_line_565","__export__.account_account_219","2015-09-01","Coordination Matu Spé","__export__.account_journal_5","1360","__export__.account_period_10"
"__export__.account_move_line_564","__export__.account_account_134","2015-09-01","Math Passerelle EHG","__export__.account_journal_5","1289","__export__.account_period_10"
"__export__.account_move_line_563","__export__.account_account_218","2015-09-01","Math Passerelle EHG","__export__.account_journal_5","1289","__export__.account_period_10"
"__export__.account_move_line_562","__export__.account_account_134","2015-09-01","CISCO - Administration/Académie","__export__.account_journal_5","1281","__export__.account_period_10"
"__export__.account_move_line_561","__export__.account_account_217","2015-09-01","CISCO - Administration/Académie","__export__.account_journal_5","1281","__export__.account_period_10"
"__export__.account_move_line_560","__export__.account_account_134","2015-09-01","Projet SLSP","__export__.account_journal_5","1220","__export__.account_period_10"
"__export__.account_move_line_559","__export__.account_account_216","2015-09-01","Projet SLSP","__export__.account_journal_5","1220","__export__.account_period_10"
"__export__.account_move_line_558","__export__.account_account_134","2015-09-01","publication et comité","__export__.account_journal_5","1215","__export__.account_period_10"
"__export__.account_move_line_557","__export__.account_account_216","2015-09-01","publication et comité","__export__.account_journal_5","1215","__export__.account_period_10"
"__export__.account_move_line_556","__export__.account_account_134","2015-09-01","40508 - CRUS, linked swissbib.ch","__export__.account_journal_5","1214","__export__.account_period_10"
"__export__.account_move_line_555","__export__.account_account_216","2015-09-01","40508 - CRUS, linked swissbib.ch","__export__.account_journal_5","1214","__export__.account_period_10"
"__export__.account_move_line_554","__export__.account_account_134","2015-09-01","39401 - RCSO, Lodge B","__export__.account_journal_5","1212","__export__.account_period_10"
"__export__.account_move_line_553","__export__.account_account_216","2015-09-01","39401 - RCSO, Lodge B","__export__.account_journal_5","1212","__export__.account_period_10"
"__export__.account_move_line_552","__export__.account_account_134","2015-09-01","41970 - CRUS, Train 2 Dacar","__export__.account_journal_5","1211","__export__.account_period_10"
"__export__.account_move_line_551","__export__.account_account_216","2015-09-01","41970 - CRUS, Train 2 Dacar","__export__.account_journal_5","1211","__export__.account_period_10"
"__export__.account_move_line_550","__export__.account_account_134","2015-09-01","Dépôt – Fond de tiers, suite de Lodge B","__export__.account_journal_5","1210","__export__.account_period_10"
"__export__.account_move_line_549","__export__.account_account_216","2015-09-01","Dépôt – Fond de tiers, suite de Lodge B","__export__.account_journal_5","1210","__export__.account_period_10"
"__export__.account_move_line_548","__export__.account_account_134","2015-09-01","Réalisat° «màj rapport durabilité» Ville Carouge","__export__.account_journal_5","1191","__export__.account_period_10"
"__export__.account_move_line_547","__export__.account_account_215","2015-09-01","Réalisat° «màj rapport durabilité» Ville Carouge","__export__.account_journal_5","1191","__export__.account_period_10"
"__export__.account_move_line_546","__export__.account_account_134","2015-09-01","Réalisat° mandat La construct° un indice Gd Geneve","__export__.account_journal_5","1190","__export__.account_period_10"
"__export__.account_move_line_545","__export__.account_account_215","2015-09-01","Réalisat° mandat La construct° un indice Gd Geneve","__export__.account_journal_5","1190","__export__.account_period_10"
"__export__.account_move_line_544","__export__.account_account_134","2015-09-01","Comité de lecture","__export__.account_journal_5","1138","__export__.account_period_10"
"__export__.account_move_line_543","__export__.account_account_214","2015-09-01","Comité de lecture","__export__.account_journal_5","1138","__export__.account_period_10"
"__export__.account_move_line_542","__export__.account_account_134","2015-09-01","Publication","__export__.account_journal_5","1133","__export__.account_period_10"
"__export__.account_move_line_541","__export__.account_account_214","2015-09-01","Publication","__export__.account_journal_5","1133","__export__.account_period_10"
"__export__.account_move_line_540","__export__.account_account_134","2015-09-01","Mandat DIP + GE + VS","__export__.account_journal_5","1089","__export__.account_period_10"
"__export__.account_move_line_539","__export__.account_account_213","2015-09-01","Mandat DIP + GE + VS","__export__.account_journal_5","1089","__export__.account_period_10"
"__export__.account_move_line_538","__export__.account_account_134","2015-09-01","Cours de Statistiques Passerelle EHG","__export__.account_journal_5","1062","__export__.account_period_10"
"__export__.account_move_line_537","__export__.account_account_212","2015-09-01","Cours de Statistiques Passerelle EHG","__export__.account_journal_5","1062","__export__.account_period_10"
"__export__.account_move_line_536","__export__.account_account_134","2015-09-01","Socle Recherche HEG","__export__.account_journal_5","1058","__export__.account_period_10"
"__export__.account_move_line_535","__export__.account_account_211","2015-09-01","Socle Recherche HEG","__export__.account_journal_5","1058","__export__.account_period_10"
"__export__.account_move_line_534","__export__.account_account_134","2015-09-01","Réalisation de mandat Ville de GE et canton de GE","__export__.account_journal_5","1055","__export__.account_period_10"
"__export__.account_move_line_533","__export__.account_account_211","2015-09-01","Réalisation de mandat Ville de GE et canton de GE","__export__.account_journal_5","1055","__export__.account_period_10"
"__export__.account_move_line_532","__export__.account_account_134","2015-09-01","Comité de rédaction de conférences et de journaux","__export__.account_journal_5","1054","__export__.account_period_10"
"__export__.account_move_line_531","__export__.account_account_211","2015-09-01","Comité de rédaction de conférences et de journaux","__export__.account_journal_5","1054","__export__.account_period_10"
"__export__.account_move_line_530","__export__.account_account_134","2015-09-01","Dépôt new projet fondat° privée Qualifm insert°Jeu","__export__.account_journal_5","1053","__export__.account_period_10"
"__export__.account_move_line_529","__export__.account_account_211","2015-09-01","Dépôt new projet fondat° privée Qualifm insert°Jeu","__export__.account_journal_5","1053","__export__.account_period_10"
"__export__.account_move_line_528","__export__.account_account_134","2015-09-01","40948 - Réalisation Projet Lives","__export__.account_journal_5","1052","__export__.account_period_10"
"__export__.account_move_line_527","__export__.account_account_211","2015-09-01","40948 - Réalisation Projet Lives","__export__.account_journal_5","1052","__export__.account_period_10"
"__export__.account_move_line_526","__export__.account_account_134","2015-09-01","28830 - Projet Leading House II (solde valorisat°)","__export__.account_journal_5","1051","__export__.account_period_10"
"__export__.account_move_line_525","__export__.account_account_211","2015-09-01","28830 - Projet Leading House II (solde valorisat°)","__export__.account_journal_5","1051","__export__.account_period_10"
"__export__.account_move_line_524","__export__.account_account_134","2015-09-01","lancement de Reputation Mechanisms","__export__.account_journal_5","1026","__export__.account_period_10"
"__export__.account_move_line_523","__export__.account_account_210","2015-09-01","lancement de Reputation Mechanisms","__export__.account_journal_5","1026","__export__.account_period_10"
"__export__.account_move_line_522","__export__.account_account_134","2015-09-01","participation comité de lecture de pub","__export__.account_journal_5","1025","__export__.account_period_10"
"__export__.account_move_line_521","__export__.account_account_210","2015-09-01","participation comité de lecture de pub","__export__.account_journal_5","1025","__export__.account_period_10"
"__export__.account_move_line_520","__export__.account_account_134","2015-09-01","dépôt de projet","__export__.account_journal_5","1024","__export__.account_period_10"
"__export__.account_move_line_519","__export__.account_account_210","2015-09-01","dépôt de projet","__export__.account_journal_5","1024","__export__.account_period_10"
"__export__.account_move_line_518","__export__.account_account_134","2015-09-01","création de réseau de contact","__export__.account_journal_5","1023","__export__.account_period_10"
"__export__.account_move_line_517","__export__.account_account_210","2015-09-01","création de réseau de contact","__export__.account_journal_5","1023","__export__.account_period_10"
"__export__.account_move_line_516","__export__.account_account_134","2015-09-01","réalisation de Calliopê","__export__.account_journal_5","1022","__export__.account_period_10"
"__export__.account_move_line_515","__export__.account_account_210","2015-09-01","réalisation de Calliopê","__export__.account_journal_5","1022","__export__.account_period_10"
"__export__.account_move_line_514","__export__.account_account_134","2015-09-01","Mandat Kalaidos Univ Applied Sces (14/15-15/16)","__export__.account_journal_5","999","__export__.account_period_10"
"__export__.account_move_line_513","__export__.account_account_209","2015-09-01","Mandat Kalaidos Univ Applied Sces (14/15-15/16)","__export__.account_journal_5","999","__export__.account_period_10"
"__export__.account_move_line_512","__export__.account_account_134","2015-09-01","Dépôt CTI","__export__.account_journal_5","998","__export__.account_period_10"
"__export__.account_move_line_511","__export__.account_account_209","2015-09-01","Dépôt CTI","__export__.account_journal_5","998","__export__.account_period_10"
"__export__.account_move_line_510","__export__.account_account_134","2015-09-01","N° Sagex a compléter – WeCan.fund","__export__.account_journal_5","996","__export__.account_period_10"
"__export__.account_move_line_509","__export__.account_account_209","2015-09-01","N° Sagex a compléter – WeCan.fund","__export__.account_journal_5","996","__export__.account_period_10"
"__export__.account_move_line_508","__export__.account_account_134","2015-09-01","36797 - Projet FNS H1N1 Pandemic","__export__.account_journal_5","972","__export__.account_period_10"
"__export__.account_move_line_507","__export__.account_account_208","2015-09-01","36797 - Projet FNS H1N1 Pandemic","__export__.account_journal_5","972","__export__.account_period_10"
"__export__.account_move_line_506","__export__.account_account_134","2015-09-01","40807 -Projet SNF nextpresso","__export__.account_journal_5","962","__export__.account_period_10"
"__export__.account_move_line_505","__export__.account_account_207","2015-09-01","40807 -Projet SNF nextpresso","__export__.account_journal_5","962","__export__.account_period_10"
"__export__.account_move_line_504","__export__.account_account_134","2015-09-01","Formation diagnostic organisationel pour RH EGE","__export__.account_journal_5","896","__export__.account_period_10"
"__export__.account_move_line_503","__export__.account_account_206","2015-09-01","Formation diagnostic organisationel pour RH EGE","__export__.account_journal_5","896","__export__.account_period_10"
"__export__.account_move_line_502","__export__.account_account_134","2015-09-01","48245-Etat Genève : Cté pratiques Caplink 14-15","__export__.account_journal_5","885","__export__.account_period_10"
"__export__.account_move_line_501","__export__.account_account_206","2015-09-01","48245-Etat Genève : Cté pratiques Caplink 14-15","__export__.account_journal_5","885","__export__.account_period_10"
"__export__.account_move_line_500","__export__.account_account_134","2015-09-01","37216-Réalisation CTI Ecological Waste Management","__export__.account_journal_5","856","__export__.account_period_10"
"__export__.account_move_line_499","__export__.account_account_205","2015-09-01","37216-Réalisation CTI Ecological Waste Management","__export__.account_journal_5","856","__export__.account_period_10"
"__export__.account_move_line_498","__export__.account_account_134","2015-09-01","33239-Réalisation Projet FNS PRN 66","__export__.account_journal_5","851","__export__.account_period_10"
"__export__.account_move_line_497","__export__.account_account_204","2015-09-01","33239-Réalisation Projet FNS PRN 66","__export__.account_journal_5","851","__export__.account_period_10"
"__export__.account_move_line_496","__export__.account_account_134","2015-09-01","36797-Réalisation Projet CTI H1N1","__export__.account_journal_5","850","__export__.account_period_10"
"__export__.account_move_line_495","__export__.account_account_204","2015-09-01","36797-Réalisation Projet CTI H1N1","__export__.account_journal_5","850","__export__.account_period_10"
"__export__.account_move_line_494","__export__.account_account_134","2015-09-01","Reserve - 40818 CRUS, DLCM","__export__.account_journal_5","835","__export__.account_period_10"
"__export__.account_move_line_493","__export__.account_account_203","2015-09-01","Reserve - 40818 CRUS, DLCM","__export__.account_journal_5","835","__export__.account_period_10"
"__export__.account_move_line_492","__export__.account_account_134","2015-09-01","Reserve - RCSO Citi Zen","__export__.account_journal_5","834","__export__.account_period_10"
"__export__.account_move_line_491","__export__.account_account_203","2015-09-01","Reserve - RCSO Citi Zen","__export__.account_journal_5","834","__export__.account_period_10"
"__export__.account_move_line_490","__export__.account_account_134","2015-09-01","Réalisation du projet CTI","__export__.account_journal_5","833","__export__.account_period_10"
"__export__.account_move_line_489","__export__.account_account_203","2015-09-01","Réalisation du projet CTI","__export__.account_journal_5","833","__export__.account_period_10"
"__export__.account_move_line_488","__export__.account_account_134","2015-09-01","Depôt - RCSO Citi Zen","__export__.account_journal_5","832","__export__.account_period_10"
"__export__.account_move_line_487","__export__.account_account_203","2015-09-01","Depôt - RCSO Citi Zen","__export__.account_journal_5","832","__export__.account_period_10"
"__export__.account_move_line_486","__export__.account_account_134","2015-09-01","participation au projet RIC","__export__.account_journal_5","831","__export__.account_period_10"
"__export__.account_move_line_485","__export__.account_account_203","2015-09-01","participation au projet RIC","__export__.account_journal_5","831","__export__.account_period_10"
"__export__.account_move_line_484","__export__.account_account_134","2015-09-01","cours Veille Chancellerie","__export__.account_journal_5","794","__export__.account_period_10"
"__export__.account_move_line_483","__export__.account_account_202","2015-09-01","cours Veille Chancellerie","__export__.account_journal_5","794","__export__.account_period_10"
"__export__.account_move_line_482","__export__.account_account_134","2015-09-01","Reserve - RCSO avec Thomas Gautier","__export__.account_journal_5","793","__export__.account_period_10"
"__export__.account_move_line_481","__export__.account_account_202","2015-09-01","Reserve - RCSO avec Thomas Gautier","__export__.account_journal_5","793","__export__.account_period_10"
"__export__.account_move_line_480","__export__.account_account_134","2015-09-01","Comité - conférence","__export__.account_journal_5","792","__export__.account_period_10"
"__export__.account_move_line_479","__export__.account_account_202","2015-09-01","Comité - conférence","__export__.account_journal_5","792","__export__.account_period_10"
"__export__.account_move_line_478","__export__.account_account_134","2015-09-01","39038 - OFFT, Infonet Economy","__export__.account_journal_5","791","__export__.account_period_10"
"__export__.account_move_line_477","__export__.account_account_202","2015-09-01","39038 - OFFT, Infonet Economy","__export__.account_journal_5","791","__export__.account_period_10"
"__export__.account_move_line_476","__export__.account_account_134","2015-09-01","Reserve - Interreg, développement du projet","__export__.account_journal_5","790","__export__.account_period_10"
"__export__.account_move_line_475","__export__.account_account_202","2015-09-01","Reserve - Interreg, développement du projet","__export__.account_journal_5","790","__export__.account_period_10"
"__export__.account_move_line_474","__export__.account_account_134","2015-09-01","Projet RSCO avec Thomas Gautier","__export__.account_journal_5","778","__export__.account_period_10"
"__export__.account_move_line_473","__export__.account_account_202","2015-09-01","Projet RSCO avec Thomas Gautier","__export__.account_journal_5","778","__export__.account_period_10"
"__export__.account_move_line_472","__export__.account_account_134","2015-09-01","44065-Mandat Ville GE+canton GE/culture","__export__.account_journal_5","771","__export__.account_period_10"
"__export__.account_move_line_471","__export__.account_account_200","2015-09-01","44065-Mandat Ville GE+canton GE/culture","__export__.account_journal_5","771","__export__.account_period_10"
"__export__.account_move_line_470","__export__.account_account_134","2015-09-01","40998 - Projets LIVES + 28830-Leading House","__export__.account_journal_5","770","__export__.account_period_10"
"__export__.account_move_line_469","__export__.account_account_200","2015-09-01","40998 - Projets LIVES + 28830-Leading House","__export__.account_journal_5","770","__export__.account_period_10"
"__export__.account_move_line_468","__export__.account_account_134","2015-09-01","39023 – FNS, Data Driven","__export__.account_journal_5","747","__export__.account_period_10"
"__export__.account_move_line_467","__export__.account_account_199","2015-09-01","39023 – FNS, Data Driven","__export__.account_journal_5","747","__export__.account_period_10"
"__export__.account_move_line_466","__export__.account_account_134","2015-09-01","41139 – FNS, SCOPES","__export__.account_journal_5","746","__export__.account_period_10"
"__export__.account_move_line_465","__export__.account_account_199","2015-09-01","41139 – FNS, SCOPES","__export__.account_journal_5","746","__export__.account_period_10"
"__export__.account_move_line_464","__export__.account_account_134","2015-09-01","Publication","__export__.account_journal_5","745","__export__.account_period_10"
"__export__.account_move_line_463","__export__.account_account_199","2015-09-01","Publication","__export__.account_journal_5","745","__export__.account_period_10"
"__export__.account_move_line_462","__export__.account_account_134","2015-09-01","Comité – conférences","__export__.account_journal_5","744","__export__.account_period_10"
"__export__.account_move_line_461","__export__.account_account_199","2015-09-01","Comité – conférences","__export__.account_journal_5","744","__export__.account_period_10"
"__export__.account_move_line_460","__export__.account_account_134","2015-09-01","Dépot (C) - 47930, FNS, Mobile crowsourcing","__export__.account_journal_5","743","__export__.account_period_10"
"__export__.account_move_line_459","__export__.account_account_199","2015-09-01","Dépot (C) - 47930, FNS, Mobile crowsourcing","__export__.account_journal_5","743","__export__.account_period_10"
"__export__.account_move_line_458","__export__.account_account_134","2015-09-01","Dépot (C) – 47929, H2020, ODRACO","__export__.account_journal_5","742","__export__.account_period_10"
"__export__.account_move_line_457","__export__.account_account_199","2015-09-01","Dépot (C) – 47929, H2020, ODRACO","__export__.account_journal_5","742","__export__.account_period_10"
"__export__.account_move_line_456","__export__.account_account_134","2015-09-01","Procter-Gamble","__export__.account_journal_5","740","__export__.account_period_10"
"__export__.account_move_line_455","__export__.account_account_199","2015-09-01","Procter-Gamble","__export__.account_journal_5","740","__export__.account_period_10"
"__export__.account_move_line_454","__export__.account_account_134","2015-09-01","Dépot (C) – 47928, H2020, YPSILON","__export__.account_journal_5","739","__export__.account_period_10"
"__export__.account_move_line_453","__export__.account_account_199","2015-09-01","Dépot (C) – 47928, H2020, YPSILON","__export__.account_journal_5","739","__export__.account_period_10"
"__export__.account_move_line_452","__export__.account_account_134","2015-09-01","Dépot (C) – 47927, H2020, DIVINE","__export__.account_journal_5","738","__export__.account_period_10"
"__export__.account_move_line_451","__export__.account_account_199","2015-09-01","Dépot (C) – 47927, H2020, DIVINE","__export__.account_journal_5","738","__export__.account_period_10"
"__export__.account_move_line_450","__export__.account_account_134","2015-09-01","Dépot (C) – 47926, OFSPO","__export__.account_journal_5","737","__export__.account_period_10"
"__export__.account_move_line_449","__export__.account_account_199","2015-09-01","Dépot (C) – 47926, OFSPO","__export__.account_journal_5","737","__export__.account_period_10"
"__export__.account_move_line_448","__export__.account_account_134","2015-09-01","Dépot (C) - 44543 H2020, RAWFIE","__export__.account_journal_5","736","__export__.account_period_10"
"__export__.account_move_line_447","__export__.account_account_199","2015-09-01","Dépot (C) - 44543 H2020, RAWFIE","__export__.account_journal_5","736","__export__.account_period_10"
"__export__.account_move_line_446","__export__.account_account_134","2015-09-01","MAS HES-SO DSIS & DAS GDIS HETS Evaluation","__export__.account_journal_5","727","__export__.account_period_10"
"__export__.account_move_line_445","__export__.account_account_198","2015-09-01","MAS HES-SO DSIS & DAS GDIS HETS Evaluation","__export__.account_journal_5","727","__export__.account_period_10"
"__export__.account_move_line_444","__export__.account_account_134","2015-09-01","Prospection de mandats","__export__.account_journal_5","725","__export__.account_period_10"
"__export__.account_move_line_443","__export__.account_account_198","2015-09-01","Prospection de mandats","__export__.account_journal_5","725","__export__.account_period_10"
"__export__.account_move_line_442","__export__.account_account_134","2015-09-01","Itescia","__export__.account_journal_5","724","__export__.account_period_10"
"__export__.account_move_line_441","__export__.account_account_198","2015-09-01","Itescia","__export__.account_journal_5","724","__export__.account_period_10"
"__export__.account_move_line_440","__export__.account_account_134","2015-09-01","MAS HES-SO DSIS & DAS GDIS HETS","__export__.account_journal_5","712","__export__.account_period_10"
"__export__.account_move_line_439","__export__.account_account_198","2015-09-01","MAS HES-SO DSIS & DAS GDIS HETS","__export__.account_journal_5","712","__export__.account_period_10"
"__export__.account_move_line_438","__export__.account_account_134","2015-09-01","OCAS2","__export__.account_journal_5","711","__export__.account_period_10"
"__export__.account_move_line_437","__export__.account_account_198","2015-09-01","OCAS2","__export__.account_journal_5","711","__export__.account_period_10"
"__export__.account_move_line_436","__export__.account_account_134","2015-09-01","Formation courte SIG N°43776","__export__.account_journal_5","710","__export__.account_period_10"
"__export__.account_move_line_435","__export__.account_account_198","2015-09-01","Formation courte SIG N°43776","__export__.account_journal_5","710","__export__.account_period_10"
"__export__.account_move_line_434","__export__.account_account_134","2015-09-01","Dépôt CTI Création de groupes d'apprenants","__export__.account_journal_5","709","__export__.account_period_10"
"__export__.account_move_line_433","__export__.account_account_198","2015-09-01","Dépôt CTI Création de groupes d'apprenants","__export__.account_journal_5","709","__export__.account_period_10"
"__export__.account_move_line_432","__export__.account_account_134","2015-09-01","2014-2015 Forfait annuel votations","__export__.account_journal_5","691","__export__.account_period_10"
"__export__.account_move_line_431","__export__.account_account_197","2015-09-01","2014-2015 Forfait annuel votations","__export__.account_journal_5","691","__export__.account_period_10"
"__export__.account_move_line_430","__export__.account_account_134","2015-09-01","2013-14 Forfait annuel votations/élections","__export__.account_journal_5","690","__export__.account_period_10"
"__export__.account_move_line_429","__export__.account_account_197","2015-09-01","2013-14 Forfait annuel votations/élections","__export__.account_journal_5","690","__export__.account_period_10"
"__export__.account_move_line_428","__export__.account_account_134","2015-09-01","Chef de centre Calvin 2014-15","__export__.account_journal_5","689","__export__.account_period_10"
"__export__.account_move_line_427","__export__.account_account_197","2015-09-01","Chef de centre Calvin 2014-15","__export__.account_journal_5","689","__export__.account_period_10"
"__export__.account_move_line_426","__export__.account_account_134","2015-09-01","Forfait annuel votations/élections","__export__.account_journal_5","685","__export__.account_period_10"
"__export__.account_move_line_425","__export__.account_account_197","2015-09-01","Forfait annuel votations/élections","__export__.account_journal_5","685","__export__.account_period_10"
"__export__.account_move_line_424","__export__.account_account_134","2015-09-01","Cours ATTIC 2012 60","__export__.account_journal_5","680","__export__.account_period_10"
"__export__.account_move_line_423","__export__.account_account_197","2015-09-01","Cours ATTIC 2012 60","__export__.account_journal_5","680","__export__.account_period_10"
"__export__.account_move_line_422","__export__.account_account_134","2015-09-01","Cours ATTIC 2014 40","__export__.account_journal_5","679","__export__.account_period_10"
"__export__.account_move_line_421","__export__.account_account_197","2015-09-01","Cours ATTIC 2014 40","__export__.account_journal_5","679","__export__.account_period_10"
"__export__.account_move_line_420","__export__.account_account_134","2015-09-01","Chef du Centre Calvin 80h","__export__.account_journal_5","678","__export__.account_period_10"
"__export__.account_move_line_419","__export__.account_account_197","2015-09-01","Chef du Centre Calvin 80h","__export__.account_journal_5","678","__export__.account_period_10"
"__export__.account_move_line_418","__export__.account_account_134","2015-09-01","CTI - Responsabilité réseau de l'Etat","__export__.account_journal_5","677","__export__.account_period_10"
"__export__.account_move_line_417","__export__.account_account_197","2015-09-01","CTI - Responsabilité réseau de l'Etat","__export__.account_journal_5","677","__export__.account_period_10"
"__export__.account_move_line_416","__export__.account_account_134","2015-09-01","Divers Mandats y.c .32h slj 2014-2015","__export__.account_journal_5","643","__export__.account_period_10"
"__export__.account_move_line_415","__export__.account_account_196","2015-09-01","Divers Mandats y.c .32h slj 2014-2015","__export__.account_journal_5","643","__export__.account_period_10"
"__export__.account_move_line_414","__export__.account_account_134","2015-09-01","Mandat SLJ camps 2015-2016 facture 35'000,- 5000","__export__.account_journal_5","642","__export__.account_period_10"
"__export__.account_move_line_413","__export__.account_account_196","2015-09-01","Mandat SLJ camps 2015-2016 facture 35'000,- 5000","__export__.account_journal_5","642","__export__.account_period_10"
"__export__.account_move_line_412","__export__.account_account_134","2015-09-01","30259 - Projet Interreg","__export__.account_journal_5","630","__export__.account_period_10"
"__export__.account_move_line_411","__export__.account_account_195","2015-09-01","30259 - Projet Interreg","__export__.account_journal_5","630","__export__.account_period_10"
"__export__.account_move_line_410","__export__.account_account_134","2015-09-01","Encadrement MSCI (12h/ élève) -> 6 élèves","__export__.account_journal_5","613","__export__.account_period_10"
"__export__.account_move_line_409","__export__.account_account_194","2015-09-01","Encadrement MSCI (12h/ élève) -> 6 élèves","__export__.account_journal_5","613","__export__.account_period_10"
"__export__.account_move_line_408","__export__.account_account_134","2015-09-01","Expert métier ressources docum.HES-SO","__export__.account_journal_5","612","__export__.account_period_10"
"__export__.account_move_line_407","__export__.account_account_194","2015-09-01","Expert métier ressources docum.HES-SO","__export__.account_journal_5","612","__export__.account_period_10"
"__export__.account_move_line_406","__export__.account_account_134","2015-09-01","GeoTweet","__export__.account_journal_5","572","__export__.account_period_10"
"__export__.account_move_line_405","__export__.account_account_193","2015-09-01","GeoTweet","__export__.account_journal_5","572","__export__.account_period_10"
"__export__.account_move_line_404","__export__.account_account_134","2015-09-01","Projet WeIRD","__export__.account_journal_5","567","__export__.account_period_10"
"__export__.account_move_line_403","__export__.account_account_193","2015-09-01","Projet WeIRD","__export__.account_journal_5","567","__export__.account_period_10"
"__export__.account_move_line_402","__export__.account_account_134","2015-09-01","39477 - Projet CTI RSD GLASS Infonomics","__export__.account_journal_5","559","__export__.account_period_10"
"__export__.account_move_line_401","__export__.account_account_192","2015-09-01","39477 - Projet CTI RSD GLASS Infonomics","__export__.account_journal_5","559","__export__.account_period_10"
"__export__.account_move_line_400","__export__.account_account_134","2015-09-01","Dépôt projet exogène Alcimed + RCSO (report 14-15)","__export__.account_journal_5","556","__export__.account_period_10"
"__export__.account_move_line_399","__export__.account_account_191","2015-09-01","Dépôt projet exogène Alcimed + RCSO (report 14-15)","__export__.account_journal_5","556","__export__.account_period_10"
