"id","code","name"
"__export__.account_account_112","R","COMPTE DE RESULTAT"
"__export__.account_account_113","3","CHIFFRE D’AFFAIRES RESULTANT DES VENTES ET DES PRESTATIONS DE SERVICES"
"__export__.account_account_114","30","Chiffre d'affaires"
"__export__.account_account_115","3000","Ventes de produits fabriqués"
"__export__.account_account_116","3200","Ventes de marchandises"
"__export__.account_account_117","3400","Ventes de prestations"
"__export__.account_account_118","3600","Autres ventes et prestations de services"
"__export__.account_account_119","3700","Prestations propres"
"__export__.account_account_120","3710","Consommations propres"
"__export__.account_account_121","3800","Déductions sur ventes"
"__export__.account_account_122","3805","Pertes sur clients, variation du ducroire"
"11259","34_11259","Réduire le bruit accroît la valeur immobilière !"
"11260","34_11260","Centre d'entraînement au management comportemental"
"11547","34_11547","Application de gestion financière de la HES Santé Social à Genève"
"11779","34_11779","Architecture-based software reengineering"
"11792","34_11792","Intégrité d'objets persistants JAVA"
"11869","34_11869","Conception d'une méthodologie intégrée d'analyse et d'organisation des systèmes bancaires (B-DESIGN)"
"11884","34_11884","PROETHOS: élaboration et pilotage d'un processus de management de l'éthique en entreprise"
"11886","34_11886","La vague EAI"
"11889","34_11889","XML signature digitale"
"11891","34_11891","Interopérabilité de bases de données hétérogènes"
"11897","34_11897","Web Sémantique"
"11905","34_11905","Les déterninants du choix de (dé-)localisation des entreprises en Suisse"
"11911","34_11911","Analyse des facteurs de succès des start-up"
"11917","34_11917","Identité digitale fédérée"
"11926","34_11926","Architectures de Gestion de la Connaissance"
"11927","34_11927","eXtremeDocComponent - Gérer la Connaissance grace à un Documentation de Projets Intelligente"
"11932","34_11932","Intégration d'annuaires"
"11936","34_11936","Intégration de la sécurité dans les infrastructures techniques et stratégiques des PME-PMI"
"11980","34_11980","Centre d'entraînement au management comportemental - 2ème phase"
"12008","34_12008","Une Base de Concepts : un outil de collaboration"
"12041","34_12041","Excursionnisme et Parcs protégés"
"12045","34_12045","Elaboration de systèmes d'information (SII) évolutifs"
"12066","34_12066","Automatisation des Versements en Archivistique"
"12093","34_12093","Cyberadministration et e-governement en internet mobile"
"12102","34_12102","Management de projet appliqué - Développement"
"12105","34_12105","Management de projet appliqué - Exploitation"
"12142","34_12142","Calcul des coûts des réformes de la formation professionnelle (OOFP / DGPO)"
"12143","34_12143","Soutien au service comptabilité & financier - Haute Ecole en Santé / LBS"
"12145","34_12145","Détermination des budgets et comptes des filières genevoises constituant de la Haute école de musique (HEM)"
"12146","34_12146","Soutien au service comptabilité & financier - Haute Ecole en Travail Social"
"12154","34_12154","Contract Inventory"
"12155","34_12155","Société suisse des pharmaciens de l'administration et des hôpitaux - Berne"
"12175","34_12175","Pharmacie des HUG"
"12176","34_12176","Crans - Montana - Aminona SA"
"12186","34_12186","Optimisation de l'impact d'une information diffusée électroniquement (Optinfo)"
"12484","34_12484","Oracle Knowledge Transfer"
"12493","34_12493","Model Driven ERP Implementation"
"12549","34_12549","Mobile Information Collect for Evaluation"
"12552","34_12552","Le marketing du multimedia mobile par messaging service pour les PME"
"12574","34_12574","Etudes postgrades HES en Intelligence économique et veille stratégique - Développement"
"12611","34_12611","ESB et bus applicatif"
"12649","34_12649","Etudes postgrades HES en Intelligence économique et veille stratégique - Exploitation"
"12771","34_12771","Intégration de la sécurité au niveau des applications de l'entreprise"
"12797","34_12797","AOP versus OOP"
"12893","34_12893","Compétitivite et innovation : Modèles possibles de veille collective pour les PME"
"12899","34_12899","EVALUATION AT APPLIED UNIVERSITIES WITH RESPECT TO COMPETENCES OF PROFESSORS"
"12935","34_12935","Analyse des conditions de logement : une approche multidimensionnelle au service des collectivités publiques"
"12942","34_12942","La production de matières pèremières secondaires pour assurer le développement durable: bilans techniques complexes et synergies économiques"
"12945","34_12945","Management de la performance dans les petites et moyennes entreprises suisses"
"13014","34_13014","Analyse statistique des demandes de logement"
"13018","34_13018","Analyse statistique annuelle des données concernant les damandes de logement sociaux"
"13024","34_13024","Relève et transmission de l'entreprise familiale. Le cas du secteur hôtelier"
"13038","34_13038","Système d'information administrative - Université de Genève"
"13039","34_13039","Le tourisme des jeunes et ses implications sur l'offre et la demande futures"
"13043","34_13043","Veille stratégique pour les PME"
"13044","34_13044","Analyse financière des solutions de migration des domaines Windows"
"13073","34_13073","Projet de statistiques pour le service de la formation continue"
"13078","34_13078","Archives cantonales vaudoises"
"13084","34_13084","Analyse de besoin en gestion des dossiers au secrétariat général de la HES-SO / HES-S2"
"13117","34_13117","Télévision suisse romande"
"13124","34_13124","Elaboration d'un instrument de pilotage des politiques publiques dans les communes"
"13330","34_13330","Formation pour chargée de formation FCCASS : Management de projet - CASS"
"13336","34_13336","Cyberadministration et E-gouvernement en Internet mobile"
"13347","34_13347","Expertise financière et comptable dans l'introduction de la NLFPr"
"13349","34_13349","Conseil et soutien pour la mise en place du service de comptabilité"
"13351","34_13351","Comptabilité Financière Intégrée dans le projet CFI"
"13392","34_13392","Séminaire international ""Mesures volontaires des entreprises dans le domaine des politiques climatiques"""
"13410","34_13410","UNI Lausanne"
"13411","34_13411","Indicateurs de durabilité au niveau local"
"13413","34_13413","Développement du reporting pour l'Ecole Supérieure des Beaux Arts"
"13442","34_13442","Portail d'entreprise"
"13447","34_13447","DEEE ""look 4B"""
"13449","34_13449","Rédaction technique internet Genève - Chancellerie"
"13453","34_13453","Geneva Now - Chancellerie"
"13457","34_13457","Votations-Chancellerie"
"13458","34_13458","Fondation des parkings"
"13459","34_13459","Formation continue HES-GE / catalogue"
"13464","34_13464","Oracle HES-s2 - HES-GE"
"13465","34_13465","Ligne directe DAEL"
"13466","34_13466","Mandats divers"
"13481","34_13481","Mise en conformité du site www.geneve.ch pour les non-voyants"
"13482","34_13482","Mise en conformité avec les serveurs de Genve.ch du site OOFP"
"13483","34_13483","CEPTA"
"13484","34_13484","Refonte des sites de Lullier"
"13485","34_13485","Direction générale de l'enseignement primaire"
"13486","34_13486","Création du site internet de la commune d'Anières - Etude préalable"
"13488","34_13488","DIAE - Département du Territoire"
"13492","34_13492","Création d'une application ""chantiers pour le DAEL"
"13493","34_13493","Développement d'une application dynamique de gestion des offres d'emplois du DIP"
"13495","34_13495","Création d'application dynamique pour le site HESGE"
"13496","34_13496","Refonte du site des Tribunaux"
"13497","34_13497","DAEL divers (DCTI)"
"13498","34_13498","Cours Formation Labo LTI"
"13499","34_13499","Formation à la recherche sur internet pour les collaborateurs de la RSR"
"13579","34_13579","Matériauthèque Préalable théorique"
"13672","34_13672","Compliance management"
"13674","34_13674","Controling bancaire"
"13682","34_13682","Commune de Collonge-Bellerive"
"13689","34_13689","Etudier la pertinence de l'implémentation d'un progiciel de gestion intégré dans une PME"
"13776","34_13776","Office cantonal de l'inspection du commerce (OCIC)"
"13777","34_13777","Soutien au système qualité"
"13784","34_13784","Formation Excel avancé"
"13797","34_13797","Séminaire de formation continue en gestion des archives courantes et intermédiaires - Records Management"
"13798","34_13798","Enseignements / Projets"
"13844","34_13844","Séminaire Bâlle II"
"13878","34_13878","WWF PFR"
"13910","34_13910","Expertise pour la conception de reporting financier"
"13911","34_13911","e-Voting"
"13936","34_13936","Département justice, police et sécurité "
"13947","34_13947","Stratégie de communication et concrétisation des démarches commerciales par les jeunes entreprises"
"13964","34_13964","DID@CTIC - Fribourg"
"14096","34_14096","ÉTUDE DE LA PERTINENCE DE L'IMPLEMENTATION D'UN PROGICIEL DE GESTION INTEGRE (ERP) DANS UNE PME/PMI"
"14128","34_14128","UNE METHODE D'EVALUATION DE LA RECHERCHE FRANCOPHONE DANS UNE DISCIPLINE D'ENSEIGNEMENT UNIVERSITAIRE"
"14172","34_14172","Enquête visiteurs Musée International de la Croix-Rouge et du Croissant-Rouge"
"14196","34_14196","STRATEGIE D' ENTREPRISE ET VEILLE : UN GUIDE D'ORIENTATION POUR SENSIBILISER LES PME"
"14197","34_14197","Automatisation d'identification d'indicateurs stratégiques"
"14201","34_14201","MARCHE DES CERTIFICATS ECHANGEABLES. Création d'une Bourse Electronique d'Echange de la Consommation Energétique dans le Secteur du Bâtiment"
"14203","34_14203","STRATEGIE ANTI-SPAM POUR L'ENTREPRISE"
"14218","34_14218","MARCHE DES CERTIFICATS ECHANGEABLES. Création d'une Bourse Electronique d'Echange de la Consommation Energétique dans le Secteur du Bâtiment"
"14230","34_14230","Mobile Project Manager"
"14238","34_14238","JSR 175 et AOP, ennemis ou amis ?"
"14246","34_14246","Knowledge discovery on the grid"
"14274","34_14274","Intégration d'annuaires"
"14288","34_14288","Les financements hoteliers de type créatif en Suisse"
"14290","34_14290","« Une consolidation de la capacité hôtelière par les chaînes intégrées mènera-t-elle à un assainissement de ce secteur en Suisse?»"
"14337","34_14337","Soutien au système qualité"
"14338","34_14338","Soutien au système qualité"
"14339","34_14339","Soutien au système qualité"
"14382","34_14382","Mise en oeuvre de l'application de gestion financière (AGF) de la HES au Conservatoire de musique de Genève (CMG)"
"14386","34_14386","Société de l'information"
"14391","34_14391","Management de projet appliqué session 2004/2005"
"14409","34_14409","Nutzeranalyse an der Stadt- und Universitätsibibliothek Bern (StUB)"
"14418","34_14418","Formation chefs de projet - TSR"
"14451","34_14451","Soutien au système qualité"
"14452","34_14452","Soutien au système qualité"
"14528","34_14528","EPG Intelligence économique et veille stratégique"
"14552","34_14552","Cours postgrade HES « Bibliothèques de lecture publique et bibliothèques scolaires »"
"14553","34_14553","Cours postgrade HES « Bibliothèques de lecture publique et bibliothèques scolaires »"
"14610","34_14610","HR Global Compensation / UBS Wealth Management & Business Banking"
"14688","34_14688","Formation à la Direction d'institutions éducatives, sociales et médico-sociales"
"14877","34_14877","Groupement intercommunal pour l'animation parascolaire"
"14884","34_14884","Enseignement Magali Dubosson"
"14939","34_14939","Outils collaboratifs pour les HES-SO Delémont"
"14944","34_14944","Formation du mardi 6 mai 2003 à la Fédération des Syndicats Patronaux"
"14946","34_14946","Mandat Bologne"
"15031","34_15031","Formation des collaborateurs et collaboratrices du DAEL : ""Mon PC et moi"""
"15045","34_15045","La mise en place d'une solution de gestion moderne (ERP/PGI), quels enjeux pour une PME/PMI ?"
"15121","34_15121","Serono International SA"
"15146","34_15146","Conseil et soutien pour la mise en place d'un logiciel salaire"
"15196","34_15196","Formation au management de projet à l'Université de Genève, division informatique"
"15226","34_15226","La Banque Pictet & cie"
"15228","34_15228","Etude postgrade en ""Management of Risk and IS Security"""
"15231","34_15231","Etude postgrade en ""Management of Risk and IS Security"""
"15312","34_15312","Évaluation statistique du potentiel de développement du marché hypothécaire de la propriété privée en France voisine (Ain et Haute-Savoie)"
"15357","34_15357","Formation continue Unilog USR SA"
"15375","34_15375","Management de projet appliqué session 2005/2006"
"15386","34_15386","Politique de sécurité"
"15387","34_15387","Audit des systèmes d'information"
"15429","34_15429","Venture Ideas"
"15464","34_15464","PLOCH-2 : une méthode standardisée pour l'évaluation routinière de la valeur biologique des petits plans d'eau (mares, étangs, petits lacs)"
"15588","34_15588","Convention entre l'Université de Genève et la HEG-Genève"
"15639","34_15639","Enquête associations professionnelle"
"15724","34_15724","Approche comptable et financière de la société anonyme"
"15813","34_15813","Evolution Spaces"
"15865","34_15865","Modélisation de la tarification des prestations de service. Le cas des agences de voyages"
"15898","34_15898","i-transformation : Potentiel des technologies et systèmes d'information  et de leur Mise en oeuvre électronique"
"15900","34_15900","Cours postgrade eGovernment"
"15903","34_15903","Mobile Business Trends"
"15912","34_15912","Elaboration d'un concept de performance pour ICT"
"15946","34_15946","Réalisation d'une étude pour mesurer l'impact économique de la Ra&D et des prestations a des tiers réalisées par les institutions de la HES-SO sur le territoire de la Suisse Occicentale"
"15954","34_15954","Evaluation de la discrimination et de la qualité environnementale sur le marché du logement"
"15982","34_15982","Modélisation d'une démarche globale d'intelligence économique "
"15989","34_15989","Domain-Driven Reverse-Architecting"
"15994","34_15994","Produire des Plans de Formation Stratégiques et Personnalisés"
"15996","34_15996","MODELISATION METIER POUR LA MISE EN 'UVRE DE TECHNOLOGIES RFID "
"16096","34_16096","Sessions internes de formation"
"16102","34_16102","Agenda de travail on Demand"
"16129","34_16129","Mise à jour de la logique des requêtes de consolidation pour le reporting R3"
"16138","34_16138","Financement des travaux de Bologne 2004"
"16140","34_16140","Financement des travaux de Bologne 2004"
"16141","34_16141","Financement des travaux de Bologne 2004"
"16176","34_16176","Etude de faisabilité en vue de la migration d'un système de gestion bibliothéconomique vers une solution libre"
"16219","34_16219","Cluster ITC de Suisse Occidentale Analyse du potentiel"
"16312","34_16312","Formation des assistantes de direction et formation continue pour les secrétaires de la direction générale du DASS"
"16352","34_16352","PMTrainer, entraînement inédit du chef de projet au management comportemental (leadership) par le biais d'une plateforme multimédia en ligne (internet), orienté processus de décision"
"16392","34_16392","Soutien au système qualité"
"16400","34_16400","Soutien au système qualité"
"16401","34_16401","Soutien au système qualité"
"16402","34_16402","Soutien au système qualité"
"16405","34_16405","Soutien au système qualité"
"16406","34_16406","Soutien au système qualité"
"16656","34_16656","Formation continue conçue pour Mme Zimmermann du Service de l'Enseignement Privé"
"16660","34_16660","Refonte du site de l'Office de la Jeunesse"
"16664","34_16664","Traitement du fonds d'archives de la Bourse de Genève"
"16720","34_16720","Accompagnement intra-entreprise sur le management de projet à l'Université de Genève, Division informatique"
"16768","34_16768","Plateforme ouverte de gestion et de traitement d'images dermotoscopiques"
"16777","34_16777","evaluanda SA"
"16874","34_16874","Centre du Design Rhône-Alpes"
"16875","34_16875","Évaluation des activités et du fonctionnement des bibliothèques de lecture publique de Liège Province Culture."
"16901","34_16901","Centre de formation Navision"
"16965","34_16965","Seminaire pour le service général de la fonction publique de Bruxelles"
"16987","34_16987","Expertise du plan de développement de compétences d'une entreprise"
"17035","34_17035","Cours de formation continue ""Recherche avec Swissdox et Factiva"""
"17100","34_17100","Créer un calendrier de conservation pour les archives courantes"
"17118","34_17118","CALIS"
"17139","34_17139","Analyse interne des différences de salaires (fixes) entre les hommes et les femmes (UBS AG) 2006"
"17143","34_17143","Formation à la rédaction de documents techniques"
"17164","34_17164","Inventorier les archives intermédiaires, créer et recommander un calendrier de conservation"
"17292","34_17292","Stage de formation continue"
"17307","34_17307","Préparation et animation d'un cours magistral"
"17309","34_17309","Six séminaires pour Ministère Communauté Française, centre lecture publique, liège"
"17335","34_17335","CAP Manager Développement"
"17336","34_17336","CAP PILOTE Exploitation"
"17361","34_17361","Office de la jeunesse - Service des loisirs - Interface Internet pour les activités du mercredi et sport-ado"
"17362","34_17362","Office de la jeunesse - Service des loisirs - Portail interactif"
"17363","34_17363","Système d'alerte de rupture dans l'approvisionnement de médicaments"
"17419","34_17419","Formation à la Direction d'institutions éducatives, sociales et médico-sociales"
"17448","34_17448","Présentation sur l'évolution des métiers"
"17486","34_17486","3ème Symposium de la Haute école de gestion de Genève consacré à l'infobésité "
"17516","34_17516","Formation continue - TSR"
"17522","34_17522","Expertise dans le domaine de la Business Intelligence 29.06.2006"
"17533","34_17533","Reengineering basé sur la modélisation"
"17534","34_17534","AT-TIC-PO"
"17638","34_17638","MEMODULES as tangible shortcuts to multimedia information"
"17641","34_17641","Conseils en matière de gestion des salaires pour le développement d'un progiciel libre - Médecins Sans Frontière et Prolibre"
"17662","34_17662","IMPACT DES TIC SUR L'ORGANISATION ET LE TRAVAIL DES EMPLOYES DANS LES ADMINISTRATIONS PUBLIQUES, LES ORGANISATIONS NON GOUVERNEMENTALES AINSI QUE LE SECTEUR ASSOCIATIF"
"17702","34_17702","Coûts et performance des distributeurs suisses d'eau potable"
"17710","34_17710","Gestion des places des institutions socio-éducatives"
"17711","34_17711","Service médico-pédagogique - Recherche d'adresses"
"17731","34_17731","Formation continue ""Recherche Swissdox et Factiva et dans les sources Internet gratuites"""
"17746","34_17746","Expertise dans le Domaine de la Business Intelligence 14-18.08.2006"
"17748","34_17748","Analyse des besoins et attentes par rapport à la gestion des archives"
"17797","34_17797","Acueil : Analyse du comportement des utilisateurs en recherche bibliographique - extraction et interpretation des fichiers log"
"17803","34_17803","Audit sécurité informatique - Debiopharm"
"17810","34_17810","Formation en entreprise pour la société S&H - De la modélisation opérationnelle à la modélisation dimensionnelle"
"17813","34_17813","CAP Exploitation 1 - 2006"
"17828","34_17828","Formation à la direction d'institution éducatives, sociales et médico-sociale (fdis) 2006 selon contra n° 000669a "
"17830","34_17830","Fonction d'""expert-métier"" en ressources documentaires"
"17854","34_17854","Leading house genevoise en économie de l'éducation (transfert de subvention : OFFT/UNIGE-SES/HEG)"
"17855","34_17855","Analyse de l'impact des mouvements frontaliers sur le marché de l'emploi dans le canton de Genève"
"17866","34_17866","Management de projet appliqué session 2006/2007"
"17871","34_17871","Introduction aux directives sur la mise en place d'un système coordonné de contrôle interne à l'Etat de Genève"
"17877","34_17877","Optimisation des inscriptions aux forums entreprises"
"17881","34_17881","Aide au recrutement des ressources humaines pour mise en place d'un système d'archivage - Ecole internationale de Genève"
"17882","34_17882","Participation à la réalisation d'une étude sur la lecture à l'hôpital"
"17889","34_17889","MTI-Getaz : Audit de modélisation dimensionnelle pour la société MTI-Management"
"17932","34_17932","Etude de marché sur les attentes et les désirs des propriétaires de chiens en ce qui concerne les services individualisés haut de gamme"
"17988","34_17988","Journée de la recherche des HES, événementiel des 10 et 11 mai 2006"
"18002","34_18002","Expertise dans le domaine de la Business Intelligence le 2-13 octobre 2006"
"18027","34_18027","Participation à la réalisation d'une évaluation des formations à distance de l'EBAD (Dakar, Sénégal)"
"18059","34_18059","Test d'intrusion"
"18060","34_18060","Concept de sécurisation d'un serveur"
"18063","34_18063","Postgrade Management Communication Organisation"
"18088","34_18088","CERTIDoc"
"18096","34_18096","S&H - Edipresse : Audit de problème de performance SAP - SQL Server pour Edipresse"
"18206","34_18206","Création du site internet de Caritas Genève"
"18278","34_18278","Présentation de COSO au groupe de travail CIP (contrôle interne & prestations) du Pouvoir Judiciaire."
"18283","34_18283","Acueil : Analyse du comportement des utilisateurs en recherche bibliographique - extraction et interpretation des fichiers log"
"18374","34_18374","Soutien au système qualité"
"18378","34_18378","Expertise - Migration bases de données"
"18383","34_18383","Soutien au système qualité"
"18385","34_18385","Soutien au système qualité"
"18403","34_18403","InterfaNews - Evolution des interfaces: smart-client, client léger riche, Web 2.0, XAML"
"18426","34_18426","Enquête de satisfaction UBS conseilleur/client, région genevoise"
"18433","34_18433","Soutien au système qualité"
"18456","34_18456","CAP Exploitation 1 - 2007"
"18457","34_18457","CAP Exploitation 2 - 2007"
"18512","34_18512","Formation continue ""Recherche sur Internet et Services de référence en ligne"""
"18551","34_18551","Soutien au système qualité"
"18658","34_18658","Repositionnement stratégique du service informatique - Syngenta Bâle"
"18688","34_18688","Académie CISCO"
"18764","34_18764","Consultant du ministère et du trésor et de privatisation du Gouvernement Polonais"
"18796","34_18796","Intégration d'Internet dans les stratégies de distribution des marques de luxe"
"18833","34_18833","MSc Ingénierie des services (Master consécutif selon Bologne)"
"18888","34_18888","Elaboration de la méthodologie commune de gestion des risques"
"18906","34_18906","Expertise - Migration Bases de Données entre le 19.01.2007 et le 01.02.2007"
"18917","34_18917","Business Plan Espace Compétences"
"18919","34_18919","Accompagnement à la formation du projet de développement du centre de documentation"
"18920","34_18920","Animation des Journées anuelles FRéDoc 2007"
"18921","34_18921","Préparation et animation d'un cours magistral pour INTD (CNAM Paris)"
"18943","34_18943","OntoServices - Service identification and extraction from legacy systems based on domain ontologies"
"18951","34_18951","Symposium international ""Application des méthodes hédonistes"" - Juin 2007 Projet ""Assessing discrimination and environmental amenities in the housing market"""
"19012","34_19012","Cargill - Optimisation Base de Données Oracle"
"19058","34_19058","FNS Images viatiques, paysage et représentations scientifiques. Les images des Alpes dans les récits de voyage, de Gottlieb-Sigmund Gruner (1760) à Louis Agassiz (1847)."
"19155","34_19155","Mandats divers filière Economie d'entreprise"
"19180","34_19180","Formation ""Veille documentaire"""
"19263","34_19263","Cours de formation ""gestion des risques"" pour Edipresse"
"19326","34_19326","Intégration d'Internet dans les stratégies de distribution des marques de luxe"
"19334","34_19334","Les indices du marché suisse des actions"
"19353","34_19353","DAS en risques d'entreprise"
"19377","34_19377","Présentation COSO-ERM à la Banque Pictet et Cie"
"19406","34_19406","Mandat de définition d'un concept pour la définition d'une plateforme d'échange d'informations pour la Clinique de la Lignière"
"19407","34_19407","Mandat d'audit du logiciel de gestion informatique pour la fondation genevoise de dépistage du cancer du sein"
"19408","34_19408","Contacts pour mandat, CTI ou projet en commun"
"19439","34_19439","Formation continue ""élaborer les indicateurs de base des bibliothèques"""
"19440","34_19440","Stage de formation continue - juin 2007 - décembre 2007"
"19553","34_19553","Cours ""Culture et Bibliothèque en Suisse"""
"19555","34_19555","Nouvelle architecture Microsoft Office 2007 - Bien l'intégrer dans l'entreprise"
"19582","34_19582","Elaboration du cahier des charges du nouveau système comptable et finanicer de la HEP Vaud et choix d'un progiciel de gestion financière"
"19585","34_19585","Animation d'une journée de réfléxion pour le CEFOPS"
"19595","34_19595","Développement de l'équipe du service pour la promotion de l'égalité (SPPE)."
"19626","34_19626","Understanding the Private Demand for International Payments for Ecosystems Services"
"19639","34_19639","CAP Exploitation session 3 - 2007"
"19640","34_19640","CAP Exploitation session 4 - 2007"
"19668","34_19668","Formation continue sur la recherche de sources d'informations économiques."
"19698","34_19698","Maintenance inscriptions aux activités mercredi & Ski/surf 2007/2008"
"19699","34_19699","Maintenance inscriptions aux camps 2008"
"19708","34_19708","INDICATEURS STRATEGIQUES POUR LES BIBLIOTHEQUES ACADEMIQUES"
"19711","34_19711","Fichier Hobby"
"19712","34_19712","Site DIP"
"19736","34_19736","Cas capmanager LO - développement 2007"
"19737","34_19737","Cas capmanager MP - développement 2007"
"19738","34_19738","Capmanager transfert développement 2007"
"19739","34_19739","Formation continue sur l'analyse et les langages d'indexation documentaires"
